Season,Episode,Title,Airdate,Description,Image
5,1,Homer's Barbershop Quartet,30 Sep. 1993,After the kids find a record with Homer's picture on it\comma he recalls the story of how he achieved fame in the 1980s with his barbershop quartet\comma The Be Sharps.,https://m.media-amazon.com/images/M/MV5BMTJmZWRlZGYtNjYwZC00NGUzLWJlOGEtZGUyOTE1YmRlYjYyXkEyXkFqcGdeQXVyNjY5NTM5MjA@._V1_.jpg
5,2,Cape Feare,7 Oct. 1993,After being released from prison on parole\comma Sideshow Bob plots to murder Bart.,https://m.media-amazon.com/images/M/MV5BOGQ4ZjYxOTgtYTM1MS00MzczLWE1YjAtYzIwNjIyMzg5MzJmXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
5,3,Homer Goes to College,14 Oct. 1993,When a surprise inspection of the nuclear power plant reveals that Homer is not qualified to do his job\comma he is forced to go to college.,https://m.media-amazon.com/images/M/MV5BNjU4ZmM4YzYtOWFlMC00ZDYxLWFhZTYtOGU0MDVmYzNlZmM0XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,4,Rosebud,21 Oct. 1993,After his birthday party goes wrong\comma Mr. Burns begins to want his childhood toy\comma a teddy bear named Bobo; Homer finds that Maggie is in possession of the doll.,https://m.media-amazon.com/images/M/MV5BN2U1ZTY4NjctZWQ3NC00MWNhLWFlODgtOWFkNTkxMGQwNDZhXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,5,Treehouse of Horror IV,28 Oct. 1993,Homer sells his soul to the Devil for a donut\comma Bart contends with a gremlin on the side of the school bus which only he can see\comma and the family discovers that Mr. Burns is a vampire.,https://m.media-amazon.com/images/M/MV5BOTU4ODEyMzEtYjExZC00ZjliLTkzODgtOWE2Zjg3YmY4N2M2XkEyXkFqcGdeQXVyOTIxOTkzMzc@._V1_.jpg
5,6,Marge on the Lam,4 Nov. 1993,A girls' night out turns into a high speed chase when Marge learns her friend is driving a stolen car.,https://m.media-amazon.com/images/M/MV5BZGEyOWMxMGItY2I4MC00MTVmLWFjZjctOTUzY2ZlYWRlZDRhXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,7,Bart's Inner Child,11 Nov. 1993,Brad Goodman\comma a self-help guru\comma encourages Springfield to act more like Bart\comma with disastrous results.,https://m.media-amazon.com/images/M/MV5BNmEzYjkyZDktZDQ0Yy00OTNkLTgxNDgtOWJkYWVhZWVmNWMyXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,8,Boy Scoutz 'n the Hood,18 Nov. 1993,After joining the Junior Campers while on a sugar high\comma Bart reluctantly invites Homer to accompany him on the group's annual father-son rafting trip\comma which soon goes awry.,https://m.media-amazon.com/images/M/MV5BZjRiNTdlNjYtMWJlOS00OTVhLWE0NTAtYzI0NTY3OThiNmRiXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,9,The Last Temptation of Homer,9 Dec. 1993,Homer's marriage is in trouble when he develops an attraction to a new co-worker.,https://m.media-amazon.com/images/M/MV5BMTgyYjBmMDMtOWY1Zi00NmEwLWFkNjAtODVmYTM1ZDNjOThmXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_.jpg
5,10,$pringfield (Or\comma How I Learned to Stop Worrying and Love Legalized Gambling),16 Dec. 1993,Mr. Burns builds a casino when Springfield decides to legalize gambling\comma with Marge becoming addicted to the slot machines.,https://m.media-amazon.com/images/M/MV5BZWZjMjFiMzItZGY2NS00MmNhLTgxZTYtYmJjMWNiMjI4YmFkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,11,Homer the Vigilante,6 Jan. 1994,An outbreak of burglaries inspires Homer to lead a vigilante group.,https://m.media-amazon.com/images/M/MV5BNjZlMzRkMDMtNjY5OS00NjY4LWEwOTQtNDZhNWY5MTFhOWYxXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,12,Bart Gets Famous,3 Feb. 1994,Bart becomes an overnight sensation as the I didn't do it boy on Krusty the Clown's show.,https://m.media-amazon.com/images/M/MV5BMmI5MDQwOTItYjhmYi00MzUxLThmNGItMDM0ODAyNjc1MzZiXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,13,Homer and Apu,10 Feb. 1994,Apu moves in with the Simpsons after losing his job when Homer gets ill from the contaminated food; James Woods takes over the Kwik-E-Mart.,https://m.media-amazon.com/images/M/MV5BMTQ4OTc5NDUxOF5BMl5BanBnXkFtZTgwNjI3NTQ2MjE@._V1_.jpg
5,14,Lisa vs. Malibu Stacy,17 Feb. 1994,Lisa leads a protest against a talking doll which she believes is sexist.,https://m.media-amazon.com/images/M/MV5BMGJkOTJlMjgtZmFlZi00YzE1LWE3YWMtMjBjZWU0ZmE3MGZmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,15,Deep Space Homer,24 Feb. 1994,In an effort to increase the dismal television ratings for their space launches\comma NASA decides to send an ordinary man into space\comma and Homer is chosen for the task.,https://m.media-amazon.com/images/M/MV5BOGQzOTkzOTQtZjJmYi00NWQxLWFjZDctZGUyNzkwNGFkOGNmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,16,Homer Loves Flanders,17 Mar. 1994,After Flanders invites Homer to a football game\comma the pair become friends\comma but Homer's possessiveness and loutish behaviour slowly turns Ned against him.,https://m.media-amazon.com/images/M/MV5BNmExMmU2ZGYtM2IwMS00MDUwLTkxZDktOTdjYjIwOTNiOWI2XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,17,Bart Gets an Elephant,31 Mar. 1994,After Bart receives an elephant as a prize for calling in to a radio station\comma the animal proves to be too costly to care for and Homer decides to sell it.,https://m.media-amazon.com/images/M/MV5BNTY1YTc4NmMtZDNhNS00MTE5LThmZWQtMjBkNzdiYTVhMWE5XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,18,Burns' Heir,14 Apr. 1994,After coming close to death\comma Mr. Burns decides than it's time to find an heir to his empire\comma and chooses Bart because of his truly devious nature.,https://m.media-amazon.com/images/M/MV5BMTQ5OThkMGItMjgyNy00NzhiLTlkODgtYmYwZDgxZDA4NWExXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,19,Sweet Seymour Skinner's Baadasssss Song,28 Apr. 1994,Bart accidentally gets Principal Skinner fired on inspection day\comma with Ned Flanders taking over as his replacement.,https://m.media-amazon.com/images/M/MV5BNTJmNzA2YmQtNWY4Yy00ZTYxLWEzN2ItYTkwOTBlODU1MjMxXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,20,The Boy Who Knew Too Much,5 May 1994,Bart witnesses the alleged assault of a waiter by Mayor Quimby's nephew\comma but coming forward will mean admitting to skipping class\comma and face the consequences.,https://m.media-amazon.com/images/M/MV5BMmQ1Y2M4ZDAtNjFmOC00NTU2LTgxMzctMmMzOTk4OTI4ZTU4XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,21,Lady Bouvier's Lover,12 May 1994,Grampa falls in love with Marge's mother\comma but must compete with Mr. Burns for her heart.,https://m.media-amazon.com/images/M/MV5BNzQ3ZGFiNTMtODQ1OC00YjFmLTgxYzgtZWNjYTUzNjI4ODIwXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
5,22,Secrets of a Successful Marriage,19 May 1994,Homer begins teaching a class on how to have a successful marriage\comma but jeopardizes his own marriage by revealing secrets about himself and Marge.,https://m.media-amazon.com/images/M/MV5BOGVjZmYwZjktOGNiOS00N2QyLWI3MDItOWI0MzJhMDE0YmM5XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,1,Bart of Darkness,4 Sep. 1994,After he breaks his leg and becomes confined to his room\comma Bart begins spying on the neighbors with his telescope\comma and suspects Ned of murdering Maude.,https://m.media-amazon.com/images/M/MV5BMzBiM2JmYzYtYzQ5Ni00NWY4LTg0ZjctZDE5ZTQ4MTFkZDY3XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,2,Lisa's Rival,11 Sep. 1994,Lisa is jealous when a new girl in class is smarter than she is. Meanwhile\comma Homer obtains a massive amount of sugar.,https://m.media-amazon.com/images/M/MV5BMjU3ZDVmZjAtOWQ2ZS00OWE0LWIyMzAtZjBlNzlmYTFiMGU0XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,3,Another Simpsons Clip Show,25 Sep. 1994,The family recalls past tales of lost love.,https://m.media-amazon.com/images/M/MV5BNjBkMDkwODUtOTFiNS00Nzg1LWJkZjItNGFmNjcwMTU5MDc1XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,4,Itchy & Scratchy Land,2 Oct. 1994,A family vacation to Itchy & Scratchy Land turns disastrous when the robots malfunction and turn on the tourists.,https://m.media-amazon.com/images/M/MV5BZWRkY2VlZjAtNGI2My00ODBjLWJkODMtMTkwZGNkNmIzZDhmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,5,Sideshow Bob Roberts,9 Oct. 1994,Sideshow Bob is released from prison and runs for Mayor of Springfield. When he wins the election\comma Bart and Lisa suspect foul play and are determined to expose Bob's corruption.,https://m.media-amazon.com/images/M/MV5BMTZhY2IwNzYtMTFhYy00NjliLTlkNGYtYzk1YjhmNWEwZTlmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,6,Treehouse of Horror V,30 Oct. 1994,The family's job at Mr. Burns' country estate goes awry when Homer goes mad; Homer's attempt to repair a toaster results in inadvertent time travel; The school staff turn cannibalistic.,https://m.media-amazon.com/images/M/MV5BMjA4Nzc0NzkzMF5BMl5BanBnXkFtZTgwMTQxOTUwNDI@._V1_.jpg
6,7,Bart's Girlfriend,6 Nov. 1994,Bart falls for Reverend Lovejoy's daughter and is surprised when she becomes a bad influence on him.,https://m.media-amazon.com/images/M/MV5BNDg5NzdhYjAtYzllOS00M2ViLWE1MmUtNzZjYWJkNDJkNGVmXkEyXkFqcGdeQXVyNDIzNDExOQ@@._V1_.jpg
6,8,Lisa on Ice,13 Nov. 1994,Homer gives all his attention to Bart because he is the star of his hockey team\comma which makes Lisa jealous. But when a rival team discovers that she is an excellent goalie\comma Bart suddenly has a rival for Homer's attention.,https://m.media-amazon.com/images/M/MV5BMTlhOWM0MmQtYjZmMy00ZTNkLTg1NDctMzBhYjA2ZTFkYTAzXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,9,Homer Badman,27 Nov. 1994,After a series of misunderstandings\comma Homer is labeled a pervert\comma and must try to clear his name.,https://m.media-amazon.com/images/M/MV5BYzE2OWUwMDYtZTNkZC00NmIwLTkyOWMtYjcyZGVkMDFhYzI0XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
6,10,Grampa vs. Sexual Inadequacy,4 Dec. 1994,Homer and Abe hit the road to sell Abe's miraculous aphrodisiac.,https://m.media-amazon.com/images/M/MV5BZDliYTE2MjEtYTY3ZC00MzIxLWIzYWQtZDZlZTdkNzE1MzFlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,11,Fear of Flying,18 Dec. 1994,Marge goes into therapy to cure her of her traumatizing fear of flying.,https://m.media-amazon.com/images/M/MV5BYWE1ZTQ3NDMtZjBiNC00ZjdhLTg3OTQtYzVkMmM1NWNjOTI3XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,12,Homer the Great,8 Jan. 1995,Homer becomes a member of a mysterious organization called the Stonecutters and is heralded as the chosen one.,https://m.media-amazon.com/images/M/MV5BNWY4ZmNhYzEtYmU2OC00NDM2LWEzODItOGE2YTA3ODg1Y2M1XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
6,13,And Maggie Makes Three,22 Jan. 1995,Homer recounts the story of Maggie's birth when the kids ask why there are no photos of her in the family album.,https://m.media-amazon.com/images/M/MV5BNTcwMjViNDItOGNkNC00Y2U1LWFkZWYtOWY3ODRkY2JmYjVhXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,14,Bart's Comet,5 Feb. 1995,Bart discovers a comet that is on a collision course with Springfield.,https://m.media-amazon.com/images/M/MV5BODRlZDZiZTAtMzQxMS00MGNhLThlOTgtZWQyMGRiZTVmYzI4XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
6,15,Homie the Clown,12 Feb. 1995,Homer becomes a Krusty the Clown stand-in\comma but is mistaken for the real Krusty by the Springfield mafia.,https://m.media-amazon.com/images/M/MV5BMjkyNzljMzItN2JiZi00MTAwLWFiYzAtMTFkNjE2ZWM0NGJkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,16,Bart vs. Australia,19 Feb. 1995,After he makes a collect call to Australia and refuses to pay for it\comma Bart sparks an international incident\comma with the Simpsons forced to travel to the country in order to repair political relations.,https://m.media-amazon.com/images/M/MV5BZDM4MjE0MzQtZWViMS00YWFkLWI2OTgtMTQxYTlkNmYyYTM0XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,17,Homer vs. Patty and Selma,26 Feb. 1995,Desperate for money\comma Homer takes a loan from Patty and Selma; Bart discovers a natural talent for ballet.,https://m.media-amazon.com/images/M/MV5BZjk1MzAzN2UtNGE1Ny00ZjJiLTk2YmUtYTlmNGY5NWY2NGM5XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,18,A Star Is Burns,5 Mar. 1995,The citizens of Springfield host their very own film festival\comma with a popular movie critic from New York arriving to judge.,https://m.media-amazon.com/images/M/MV5BZmFlNmY0NjYtNTg5NC00ZWYzLWEwYWMtNzEyNjJiMTY1N2UwXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,19,Lisa's Wedding,19 Mar. 1995,A fortune teller gives Lisa a look at her wedding in the year 2010.,https://m.media-amazon.com/images/M/MV5BMTQxNjQyNTcxOV5BMl5BanBnXkFtZTgwNTc2NTQ2MjE@._V1_.jpg
6,20,Two Dozen and One Greyhounds,9 Apr. 1995,Santa's Little Helper's new mate has puppies\comma and Mr. Burns schemes to steal them and make them into a coat.,https://m.media-amazon.com/images/M/MV5BODEyOTJjZjctMDE1Mi00ZjQ0LTg1NmYtODc0ZDU3Mzk0ZjRlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,21,The PTA Disbands,16 Apr. 1995,Marge fills in for Mrs. Krabappel during a teachers' strike.,https://m.media-amazon.com/images/M/MV5BM2FjOWNlM2QtN2FmOC00YWE5LWJkNDctMTA4YWI3MTk5YzdiXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,22,'Round Springfield,30 Apr. 1995,When Bart is hospitalized\comma Lisa runs into her hero\comma Bleeding Gums Murphy\comma who is also a patient. However\comma when he dies soon after\comma she is devastated.,https://m.media-amazon.com/images/M/MV5BYzQwZTRmMzUtNzY0ZS00OGYxLWFiYWMtNTE5OThhMzEzMTUzXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,23,The Springfield Connection,7 May 1995,Marge deals with corruption and crime when she joins the Springfield police force.,https://m.media-amazon.com/images/M/MV5BOTAwMzYyZWUtNmRkYS00ZDE0LWE1YWYtNGM5Y2E1NmU0ODgzXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,24,Lemon of Troy,14 May 1995,When a group of Shelbyville kids steal Springfield's sacred lemon tree\comma Bart and his friends venture there to get the tree back.,https://m.media-amazon.com/images/M/MV5BM2QyNzEwZGEtYWU1MS00YjJiLWFjYTAtOGQxZWI1ZjZmMmE4XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
6,25,Who Shot Mr. Burns? Part One,21 May 1995,After Mr. Burns steals oil from Springfield Elementary\comma an unknown person\comma seemingly in retaliation\comma shoots him.,https://m.media-amazon.com/images/M/MV5BYzc3MzE2OGYtMjVmYS00MzcxLWJmZDMtZTk0OTg2NTg1YjNjXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
7,1,Who Shot Mr. Burns? Part Two,17 Sep. 1995,As Chief Wiggums conducts a manhunt to find Mr. Burns' assailant\comma Homer becomes the prime suspect.,https://m.media-amazon.com/images/M/MV5BMjYwOTAxNTcyOV5BMl5BanBnXkFtZTgwMTc0NTQ2MjE@._V1_.jpg
7,2,Radioactive Man,24 Sep. 1995,Milhouse is cast as Radioactive Man's sidekick in a Hollywood production of the comic book.,https://m.media-amazon.com/images/M/MV5BMTc2OTQxMTY2M15BMl5BanBnXkFtZTgwMjUxNDc5NzE@._V1_.jpg
7,3,Home Sweet Home-Dum-Diddly Doodily,1 Oct. 1995,Marge and Homer lose custody of the kids\comma who are sent to live at the Flanders' house.,https://m.media-amazon.com/images/M/MV5BNmQ1MjE1YzctNDIwYy00ODk4LTgyNTctN2E1MmNjOWYzMzEzXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,4,Bart Sells His Soul,8 Oct. 1995,Bart casually sells his soul to Milhouse for five bucks but later regrets it. Moe converts his dank bar into a fun family restaurant.,https://m.media-amazon.com/images/M/MV5BZDJkNjZlZmUtZmQ2NS00ZmYyLWI3ZWMtODNmOGE3NTk2MmE4XkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
7,5,Lisa the Vegetarian,15 Oct. 1995,A trip to a local petting zoo convinces Lisa to give up meat\comma despite excessive pressure to convince her not to do so.,https://m.media-amazon.com/images/M/MV5BZmMyMGI1Y2YtN2M1MS00ZjBkLWE0YTUtNjkwOGU4NjBhMjIwXkEyXkFqcGdeQXVyNjY4ODU2Njc@._V1_.jpg
7,6,Treehouse of Horror VI,29 Oct. 1995,A freak lightning storm causes giant advertising mascots to come to life; The children are terrorized by Groundskeeper Willie in their dreams; Homer finds himself trapped in another dimension.,https://m.media-amazon.com/images/M/MV5BMjIxMjU0OTU2NF5BMl5BanBnXkFtZTgwMzczMzQ2MjE@._V1_.jpg
7,7,King Size Homer,5 Nov. 1995,Homer intentionally gains more weight in order to qualify for disability and work from home\comma but soon realizes that being morbidly obese comes with its own problems.,https://m.media-amazon.com/images/M/MV5BMjIyODQ4MjM3NF5BMl5BanBnXkFtZTgwNTk5NjA1MjE@._V1_.jpg
7,8,Mother Simpson,19 Nov. 1995,After faking his own death\comma Homer is reunited with his mother\comma who harbors a deep secret.,https://m.media-amazon.com/images/M/MV5BNWExNjE0NTEtNGUwMS00OTYzLWJjMDktYmIyOTQxZmU0NTU3XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,9,Sideshow Bob's Last Gleaming,26 Nov. 1995,Sideshow Bob again escapes from prison and takes control of a TV screen at an air show\comma demanding all television stations immediately go off the air.,https://m.media-amazon.com/images/M/MV5BZDgyN2RhNWMtODBkYi00OGI3LWI0NGMtNDQxMDA5NzFmM2I0XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,10,The Simpsons 138th Episode Spectacular!,3 Dec. 1995,Troy McClure hosts a retrospective of the first 137 episodes of The Simpsons (1989).,https://m.media-amazon.com/images/M/MV5BODgyZjFlNjMtYWQ2My00ZjFhLTg1ZjAtNzg4ODEyZjdmNjMyXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,11,Marge Be Not Proud,17 Dec. 1995,Marge's relationship with Bart is strained when he is caught shoplifting before Christmas.,https://m.media-amazon.com/images/M/MV5BYmZkZDFjMGMtNjZiNC00ZDNkLTg5OTQtM2E3ODEwOWMwZDhkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,12,Team Homer,7 Jan. 1996,Homer starts a bowling team with Moe\comma Apu and Otto\comma but when Mr. Burns discovers the team was funded with his money\comma he insists on joining. Meanwhile\comma Springfield Elementary introduces uniforms.,https://m.media-amazon.com/images/M/MV5BMmY4NDY5MDUtOGVkNS00OWE1LTg3MDktNTQwYWY2OGNiYTFkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,13,Two Bad Neighbors,14 Jan. 1996,Former President George Bush and his wife\comma Barbara\comma move into the Simpsons' neighborhood and soon clash with Bart and Homer.,https://m.media-amazon.com/images/M/MV5BYTM3MzUxYmItNWI4ZC00YWE4LTgyYjgtOTQwYzczYTJkNjYyXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,14,Scenes from the Class Struggle in Springfield,4 Feb. 1996,After buying a Chanel suit at a bargain price\comma Marge finds herself invited to a country club by a former schoolmate. Taken in by the opulence of the place\comma she is soon overcome by a desperation to fit in.,https://m.media-amazon.com/images/M/MV5BNzY4NzM0MTctYzdkNS00NGQ3LTljM2MtYjA5YjcwYTBlOGE5XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,15,Bart the Fink,11 Feb. 1996,Krusty is left almost broke after Bart inadvertently rats him out to the IRS\comma forcing him to take drastic action.,https://m.media-amazon.com/images/M/MV5BMzU4YTYxNzktMWFmMS00ZTkwLWI5NjgtOTU4NzVlYzFjODZmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,16,Lisa the Iconoclast,18 Feb. 1996,Lisa may figure out what to do when she discovers that Springfield's founding father was actually a murderous thief while researching for an essay.,https://m.media-amazon.com/images/M/MV5BNGRlZTZkYWItY2VhZi00MzNhLThlOGYtYzQwY2M0NDI5NTdiXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,17,Homer the Smithers,25 Feb. 1996,When Smithers is forced to take a vacation\comma he appoints Homer as his temporary replacement.,https://m.media-amazon.com/images/M/MV5BMTk1NzMzNjE2MF5BMl5BanBnXkFtZTgwNzk5NjA1MjE@._V1_.jpg
7,18,The Day the Violence Died,17 Mar. 1996,Bart and Lisa meet a homeless person who claims to have created Itchy\comma the cat from their favorite cartoon series\comma Itchy & Scratchy.,https://m.media-amazon.com/images/M/MV5BOTg1ODFjMGItNGRkMy00MDhhLWFkNWMtZjE0MjljMjEwNjA1XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,19,A Fish Called Selma,24 Mar. 1996,Washed-up movie star Troy McClure starts dating Selma in an attempt to silence bizarre rumors about his personal life and resuscitate his career.,https://m.media-amazon.com/images/M/MV5BYjM0NzllZWYtNTY1YS00MzllLThhN2UtM2I4ODFiYWUwMTYxXkEyXkFqcGdeQXVyNDIzNDExOQ@@._V1_.jpg
7,20,Bart on the Road,31 Mar. 1996,Unable to get out of a mis-scheduled spring vacation\comma Principal Skinner makes up the holiday Go to Work with Your Parents Day\comma giving Lisa the chance to spend time with Homer\comma and Bart the chance to work with Patty & Selma at the DMV. When Bart makes his own fake driver's license and Martin wins a bundle at the stock market\comma Bart rents a car\comma and takes Milhouse\comma Martin\comma and Nelson Muntz on a huge road trip.,https://m.media-amazon.com/images/M/MV5BMzZmNzFkNjAtNzUxOS00OTM5LWJlZWUtNzQxMThjYWVhNDk1XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,21,22 Short Films About Springfield,14 Apr. 1996,A series of vignettes highlights a day in the life of various Springfield residents.,https://m.media-amazon.com/images/M/MV5BYmIyMzMwNTMtY2U1MS00NWQ4LWE4MmMtZGU3NGViMzAwY2VkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,22,Raging Abe Simpson and His Grumbling Grandson in 'The Curse of the Flying Hellfish',28 Apr. 1996,Another member of Grampa Simpson's WWII platoon dies\comma leaving only him and Mr. Burns. Years earlier\comma the men stole a number of priceless masterpieces from Nazi Germany\comma and now Mr. Burns aims to ensure he is the one to inherit them.,https://m.media-amazon.com/images/M/MV5BMzMzYmYxNDEtZDcxYy00YWUwLWI1YTEtNWExODhjMTkxZDVkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
7,23,Much Apu About Nothing,5 May 1996,Anti-immigration fever sweeps Springfield\comma which threatens to lead to the deportation of Apu\comma until Homer decides to reject the mob mentality and help him become a legal citizen.,https://m.media-amazon.com/images/M/MV5BYjdmZmViZGYtMzdhOS00M2RhLTkyYjQtOTc2MjdmNGI2YWI1XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
